,RulesetId,Name,DurationTurns
590,425,Dahomey,33.0
591,257,Spreta,25.0
592,748,Pahada Keliya,125.0
593,1506,Default,47.0
594,1302,Adi,242.0
595,1655,Default,9.0
596,698,Default,19.0
597,420,Beart,63.0
598,65,Three Counters,63.0
599,1353,Ngrin,7.0
600,30,Umuahia,134.0
601,1514,Svensk Bradspel,114.0
602,1530,Bashni,37.0
603,380,Cyningstan,250.0
604,1660,Default,30.0
605,1517,Tama,114.0
606,1190,Boukerourou,124.0
607,1455,Chatrang,250.0
608,108,Default,1.0
609,853,Default,113.0
610,40,Default,106.0
611,266,Benguela,34.0
612,393,Taos,6.0
613,730,Medio Emperador,84.0
614,237,Murray,250.0
615,1330,Lombard Chess,250.0
616,1983,Default,60.0
617,1563,Tsoro Yemutatu (Triangle),15.0
618,1652,Default,9.0
619,691,Default,34.0
620,1945,El Cazador,250.0
621,76,Backgammon,92.0
622,492,Default,76.0
623,158,Mosona,203.0
624,118,Default,1.0
625,464,Default,239.0
626,1381,Gamacha,61.0
627,371,Taabwa,104.0
628,796,La'b Akila,72.0
629,830,Patol,29.0
630,414,Default,26.0
631,580,Default,75.0
632,316,Shatr ikh Padan,250.0
633,1134,Fang,246.0
634,1573,Kharebga (5x5),238.0
635,1549,Default,34.0
636,1577,Sig (El Oued),198.0
637,629,Default,67.0
638,170,Juroku Musashi,250.0
639,792,Djara-Badakh,15.0
640,839,Setichch,219.0
641,1982,Default,149.0
642,150,Khamsawee,238.0
643,116,Default,1.0
644,449,Default,38.0
645,412,L'ib al-Aqil,1.0
646,289,Bandjermasin,165.0
647,349,Selus,131.0
648,1224,Default,48.0
649,1366,Ngolo,11.0
650,913,Orissa Tiger Game (Four Tigers),247.0
651,115,Default,1.0
652,734,Todas Tables,88.0
653,392,Default,236.0
654,1818,Default,169.0
655,465,Standard,17.0
656,334,Pasa,172.0
657,1026,Gurgaldaj,179.0
658,406,Default,17.0
659,1223,Chuka,1.0
660,1961,Default,13.0
661,988,Renard et les Poules,239.0
662,152,Zuni,250.0
663,1007,Temeen Tavag,9.0
664,1106,Default,33.0
665,421,Beart,193.0
666,1932,Default,37.0
667,683,Default,17.0
668,105,Default,1.0
669,186,Bagara,216.0
670,1438,British Museum,250.0
671,1546,Default,39.0
672,1113,Imperial,84.0
673,275,Tanala,25.0
674,1532,Default,11.0
675,1783,Six Holes,104.0
676,1115,Provincial,84.0
677,1507,Default,31.0
678,1412,Default,113.0
679,1620,Default,250.0
680,1280,Moruba,250.0
681,700,Default,28.0
682,239,Davies,82.0
683,1445,Al-Adli,250.0
684,1021,Default,37.0
685,768,Sig (Western Sahara),169.0
686,305,Tobi Shogi,250.0
687,1232,Tsukkalavde,188.0
688,1129,Mysore Tiger Game (Two Tigers),250.0
689,1046,Patok,250.0
690,1288,Tsoro Yemutwelve,101.0
691,718,Default,34.0
692,743,Shatren,50.0
693,224,Sijat El Taba,77.0
694,858,Default,249.0
695,729,Emperador,84.0
696,1145,Default,246.0
697,39,Sri Lanka,250.0
698,132,Default,21.0
699,330,Kolica ,120.0
700,1283,Otep,112.0
701,151,Tab,48.0
702,1430,Korkserschach,247.0
703,1933,Default,130.0
704,467,Default,179.0
705,999,Default,55.0
706,1672,Default,106.0
707,906,Kaua Dorki,90.0
708,761,Tablan,139.0
709,394,Default,208.0
710,1417,Tsatsarandi,250.0
711,67,Merker,58.0
712,244,Kababish,96.0
713,631,Default,67.0
714,1175,La Yagua,153.0
715,1582,Tides,219.0
716,1278,Luuth,68.0
717,759,Daldosa,123.0
718,777,T'oki,250.0
719,1392,I,18.0
720,1282,Ryakati,134.0
721,547,Default,33.0
722,1941,La Dama,173.0
723,156,Angami ,250.0
724,162,Murray,125.0
725,797,Qi Guo Xiangxi,250.0
726,1034,Aralzaa,27.0
727,1436,Shatranj (Turkey),250.0
728,1015,Uxrijn Ever,85.0
729,359,Tapata,70.0
730,1285,Mlabalaba,78.0
731,71,Default,200.0
732,1100,Default,50.0
733,1226,Default,88.0
734,553,Default,21.0
735,1399,American Pool Checkers,76.0
736,45,Default,250.0
737,1295,Tsoro (Additional Capture),32.0
738,466,Default,117.0
739,752,Merimueng-Rimueng,236.0
740,1056,Mankala,153.0
741,769,Had,213.0
742,1294,Musoro Tsoro,70.0
743,1452,Wikipedia,250.0
744,639,Default,55.0
745,403,Default,250.0
746,1000,Boolik,125.0
747,101,With Diagonal,233.0
748,1984,Default,52.0
749,696,Default,7.0
750,69,Wari,58.0
751,1765,Default,67.0
752,1327,Default,18.0
753,1390,Default,86.0
754,370,Dogon,34.0
755,140,Zohn Ahl,219.0
756,1084,Gasetavl,250.0
757,921,Sat Gol,8.0
758,440,Default,203.0
759,107,Default,1.0
760,1431,Welschchach,250.0
761,794,Default,66.0
762,259,Didinga,19.0
763,1624,Default,1.0
764,865,Default,77.0
765,270,Quibala,250.0
766,1355,Default,1.0
767,1305,Duene,31.0
768,1316,Default,12.0
769,1382,Gamacha (Nobility),34.0
770,1040,Boxijn Barildaan,11.0
771,1964,Default,22.0
772,37,Mato Grosso,250.0
773,1319,Tsoro (Baia),146.0
774,339,Abalala'e,26.0
775,681,Default,250.0
776,903,Tule Paid,138.0
777,87,Default,23.0
778,980,Rimau-Rimau (One Tiger),247.0
779,1069,Choko,197.0
780,1651,Default,144.0
781,1575,Fart (5x5),11.0
782,157,Ratti-Chitti-Bakri,250.0
783,405,Cyningstan,196.0
784,176,Default,57.0
785,838,Tsaydithl,16.0
786,1766,Default,28.0
787,1023,Altan Xaraacaj,34.0
788,114,Default,1.0
789,1161,Default,30.0
790,1039,Toono,31.0
791,1968,Default,25.0
792,195,Encyclopedie Methodique,103.0
793,855,Default,249.0
794,1404,Default,19.0
795,1621,Qatranj,250.0
796,1425,Default,49.0
797,1541,Default,12.0
798,1088,Dam Hariman,244.0
799,98,Standard,10.0
800,1194,Nama,250.0
801,35,Seleucid,120.0
802,1375,Fetach,182.0
803,856,Default,248.0
804,659,Awagagae,40.0
805,221,Matthes,80.0
806,970,Sumi Naga Game (Hunt),246.0
807,217,Sri Lanka,62.0
808,857,Default,250.0
809,125,Default,1.0
810,957,Marelle Triple,79.0
811,1667,Default,250.0
812,914,Orissa Tiger Game (One Tiger),207.0
813,161,Gupta,242.0
814,278,Bemba,178.0
815,1109,Manu,250.0
816,1318,Default,250.0
817,534,Schadler 1994,219.0
818,1626,Wari,250.0
819,1494,La Liebre Perseguida,19.0
820,1825,Game I Simple Blocking Game,11.0
821,155,Sri Lanka,250.0
822,1078,Contrare Puff,83.0
823,1780,Default,139.0
824,1971,Default,60.0
825,1003,Chungcajon,94.0
826,1289,Tsoro Yemutatu,5.0
827,1076,Tokkadille,148.0
828,1185,Default,28.0
829,1063,Yahoudieh,49.0
830,447,Default,30.0
831,102,Default,22.0
832,284,Seven Holes,68.0
833,1116,Ludus Anglicorum,84.0
834,552,Default,250.0
835,245,Kikuyu,56.0
836,1418,Dig Dig,248.0
837,1151,Default,1.0
838,725,Los Doze Canes,125.0
839,51,Default,250.0
840,648,A K'aak'il,65.0
841,369,Rio Kadalis,158.0
842,263,Mweiso,33.0
843,1556,Default,124.0
844,1985,Default,61.0
845,1807,Default,16.0
846,398,Default,17.0
847,1991,Mraha wa Bwe,235.0
848,300,Sittuyin,229.0
849,1565,Default,46.0
850,909,Bara Guti (Bihar),78.0
851,1625,Default,36.0
852,727,Fallas,57.0
853,345,Kunama,250.0
854,1808,Default,77.0
855,358,Hufesay,59.0
856,183,Hillbom,114.0
857,1181,Mig Mang,250.0
858,695,Default,1.0
859,1762,Default,36.0
860,721,Musinaykahwhanmetowaywin,248.0
861,443,Default,72.0
862,297,Parsi Chess,202.0
863,1044,Dorvolz,250.0
864,318,Shodra,250.0
865,764,Sig (Tozeur),189.0
866,1505,Default,54.0
867,1579,T'mbl,56.0
868,277,Zaire,72.0
869,235,Achalla,40.0
870,89,Default,108.0
871,916,Lam Turki,1.0
872,1169,Ishighan,15.0
873,1649,Default,14.0
874,209,Dongjintian,27.0
875,1163,Gioco dell'Orso,246.0
876,614,Default,5.0
877,776,Bolotudu,58.0
878,898,Bagh Bandi,242.0
879,887,Maleys,247.0
880,1356,Nzengue (Small),8.0
881,656,Default,25.0
882,705,Kints,76.0
883,1122,Jacquet,106.0
884,745,Siga (Sri Lanka),38.0
885,1763,Default,52.0
886,732,Cab e Quinal,63.0
887,1388,Default,52.0
888,1310,Njombwa,138.0
889,876,Moo,119.0
890,1537,Default,55.0
891,1193,Uturu Uturu Kaida,91.0
892,565,Murray,177.0
893,456,Default,1.0
894,1202,Shanzak Kammar,250.0
895,1177,Udat Pagada,31.0
896,778,Laram Wali,186.0
897,396,Murray,30.0
898,72,Default,193.0
899,1943,El Zorro,250.0
900,868,Bargese,179.0
901,1772,Default,40.0
902,362,Lamosh,144.0
903,299,Sarawak,250.0
904,233,Kukuba,250.0
905,1315,Chiana wa Bwalo,250.0
906,350,Rab'e,169.0
907,821,Currierspiel,250.0
908,1735,Default,250.0
909,757,Sahkku,105.0
910,1930,Default,73.0
911,306,Shatranj,249.0
912,813,Chatur,250.0
913,442,Default,42.0
914,163,Dam (Sri Lanka),244.0
915,563,Murray,247.0
916,880,Dama (Italy),44.0
917,1470,Main Chator (Selangor),248.0
918,594,Default,76.0
919,311,Shatranj al-Husun,250.0
920,1570,Zuz Mel (5x5),248.0
921,780,Wure Dune,11.0
922,271,Jinga,250.0
923,976,Kawade Kelia,250.0
924,1146,Default,1.0
925,1944,La Chascona,87.0
926,264,Buganda,109.0
927,1149,Default,1.0
928,1665,Default,32.0
929,1653,Default,42.0
930,399,Murray,30.0
931,175,Default,102.0
932,367,Fergen Gobale,22.0
933,1397,Default,47.0
934,1819,Default,62.0
935,342,Ansaba,85.0
936,287,Moudjeria,250.0
937,144,Standard,250.0
938,445,Default,26.0
939,1126,Thaayam,84.0
940,1403,Yaguarete Kora,191.0
941,397,Sri Lanka,99.0
942,1647,Murus Galicus,37.0
943,1787,Addi Kul,250.0
944,804,Gala,250.0
945,1128,Mysore Tiger Game (Three Tigers),211.0
946,1926,Default,83.0
947,1771,Default,222.0
948,1990,Dama (Comoros),241.0
949,1130,Padaivettu,250.0
950,314,Los Escaques,41.0
951,1426,Shakhmaty,246.0
952,711,Tre Guti,45.0
953,1465,Default,250.0
954,1379,Broken into Pieces,89.0
955,439,Waurie,86.0
956,1788,El-Mthalatha,27.0
957,375,Damara,161.0
958,1580,Buqruru,3.0
959,360,Lam Waladach,133.0
960,1415,Scachs,250.0
961,882,Pleasant Draughts,245.0
962,169,Shi Liu Kan Tsiang Kun,14.0
963,1368,Asalto,9.0
964,1085,Gasetavl (Gedved),250.0
965,680,Default,23.0
966,1977,Default,13.0
967,184,Les Pendus,5.0
968,383,Alfonso X,32.0
969,1160,Default,250.0
970,242,Somaliland,34.0
971,1948,Selbia,8.0
