,Cluster,RulesetId,Name
495,3,423, Woli
496,4,373, Tablut
497,4,1504, Flume
498,0,896, Chonpa
499,3,142, Bao Kiswahili (DR Congo)
500,3,260, Choro (Acholi)
501,2,472, EinStein Wurfelt Nicht
502,4,1796, 4 Squared
503,3,435, Katra
504,4,1203, Dum Blas
505,4,710, Inkblots
506,4,1803, Diagonals
507,1,1446, Krida Buddhibalasrita
508,2,951, Fanorona Telo
509,3,286, Pic
510,2,897, Sher Bakr
511,4,1969, Wrigglers
512,3,212, Baqura
513,0,199, Tamman
514,4,1963, Double-Run Stone
515,0,731, Pareia de Entrada
516,4,1978, Yoin
517,1,461, Loop Chess
518,4,1976, Redstone
519,4,1270, Cage
520,4,79, Amazons
521,4,1554, Meridians
522,2,1966, of Dwarfs
523,0,818, Kotra
524,4,1533, Shobu
525,3,282, Toguz Kumalak
526,0,751, Pachih
527,4,70, Latin Square
528,2,907, Challis Ghutia
529,4,883, Shashki
530,3,376, Isolo
531,2,789, Shah
532,3,249, French Wari
533,2,1344, Katsela
534,2,164, Queah Game
535,2,905, Mughal Pathan
536,2,956, Triodi (Diagonal)
537,4,1654, Gygoreg
538,0,810, Siryu (Race)
539,2,816, Refskak
540,1,294, Shatranj al-Kabir
541,1,136, Santaraj
542,4,1171, Tic-Tac-Toe Misere
543,4,189, Maak Yek
544,4,1148, Sudoku X
545,2,52, Alquerque
546,3,429, Namudilakunze
547,4,1764, Agon
548,3,262, Bao Ki Arabu (Zanzibar 1)
549,2,917, Pentalpha
550,4,54, Canadian Draughts
551,2,389, Madelinette
552,3,434, O An Quan
553,0,724, Doblet
554,2,945, Nine Holes
555,1,302, Ouk Chatrang
556,2,779, Yote
557,1,1670, Fischer Random Chess
558,2,775, Tauru
559,4,1777, Lights Out
560,2,73, Breakthrough
561,3,68, Kalah
562,4,998, Diagonal Hex
563,0,646, Aj Sakakil
564,4,1552, Seesaw
565,2,1802, Bombardment
566,3,206, Yucebao
567,3,1472, Raja Pasu Mandiri
568,4,1658, Lielow
569,3,247, Intotoi
570,2,1950, Millieu
571,3,127, Hawalis
572,2,43, Arimaa
573,4,1540, Quixo
574,4,1156, Samurai Sudoku
575,2,548, Kensington
576,2,386, O-Pat-Kono
577,3,248, Kisolo
578,2,1028, Jeson Zam
579,4,660, Ciri Amber
580,1,1586, Yonin Shogi
581,4,99, Tic-Tac-Mo
582,4,1529, Omny
583,2,972, Terhuchu (Small)
584,0,820, Dubblets
585,4,452, Yavalade
586,2,1942, El Perro
587,4,1768, Fractal
588,1,1618, Unashogi
589,2,723, Sujjua
590,3,425, Foji
591,3,257, Spreta
592,0,748, Pahada Keliya
593,4,1506, Gopher
594,3,1302, Adi
595,4,1655, Spava
596,4,698, LastEdge
597,3,420, Yovodji
598,3,65, Aw-li On-nam Ot-tjin
599,2,1353, Ngrin
600,3,30, Ako Okwe
601,0,1514, Svensk Bradspel
602,4,1530, Bashni
603,4,380, Alea Evangelii
604,4,1660, Branching Coral
605,2,1517, Tama
606,3,1190, Boukerourou
607,1,1455, Chatrang
608,4,108, Futoshiki
609,1,853, Starchess
610,2,40, Wolf and Sheep
611,3,266, Owela (Benguela)
612,2,393, Ko-app-paw-na
613,0,730, Medio Emperador
614,3,237, Gifia
615,1,1330, Lombard Chess
616,4,1983, Veloop (Square)
617,2,1563, Tsoro Yemutatu (Triangle)
618,4,1652, Netted
619,4,691, Radran
620,2,1945, El Cazador
621,0,76, Backgammon
622,1,492, Dice Shogi
623,2,158, Awithlaknan Mosona
624,4,118, Slitherlink
625,1,464, Taikyoku Shogi
626,3,1381, Gamacha
627,3,371, Nsumbi
628,3,796, La'b Akila
629,0,830, Patol
630,4,414, Press Ups
631,4,580, NoGo
632,2,316, Shatr ikh Padan
633,2,1134, Fang
634,4,1573, Kharebga (5x5)
635,4,1549, Windflowers
636,0,1577, Sig (El Oued)
637,4,629, Clobber
638,2,170, Juroku Musashi
639,2,792, Djara-Badakh
640,0,839, Setichch
641,4,1982, Cavity
642,2,150, Seega
643,4,116, N Queens
644,4,449, Quantum Leap
645,3,412, Li'b al-'Aqil
646,3,289, Papan Dakon
647,3,349, Selus (Massawa)
648,4,1224, Throngs
649,3,1366, Ngolo
650,2,913, Orissa Tiger (Four Tigers)
651,2,115, Magic Square
652,0,734, Todas Tablas
653,2,392, Jungle
654,4,1818, Quad Wrangle
655,1,465, Janggi
656,0,334, Pasa
657,2,1026, Gurgaldaj
658,4,406, Spots
659,3,1223, Chuka
660,4,1961, Allemande
661,2,988, Renard et les Poules
662,4,152, Awithlaknakwe
663,2,1007, Temeen Tavag
664,4,1106, Bison
665,3,421, Enindji
666,0,1932, Sweep Burrow
667,4,683, Cram
668,4,105, Takuzu
669,2,186, Dala
670,1,1438, Shatranj (Iraq)
671,1,1546, Let's Catch the Lion
672,0,1113, Imperial
673,3,275, Katra Boaoaka
674,4,1532, Claustro
675,3,1783, Um el-Bil
676,0,1115, Provincial
677,4,1507, Pathway
678,4,1412, Pente
679,1,1620, Four-Player Chess
680,3,1280, Moruba
681,4,700, Windir
682,3,239, Um el-Bagara
683,1,1445, Chaturanga (al-Adli)
684,4,1021, Gauntlet
685,0,768, Sig (Western Sahara)
686,2,305, Tobi Shogi
687,2,1232, Tsukkalavde
688,2,1129, Mysore Tiger (Two Tigers)
689,4,1046, Patok
690,2,1288, Tsoro Yemutwelve
691,4,718, HeXentafl
692,1,743, Shatren
693,0,224, Sijat El Taba
694,1,858, De Vasa Chess
695,0,729, Emperador
696,2,1145, Triple Tangle
697,2,39, Diviyan Keliya
698,4,132, Contagion
699,0,330, Kolica Atarakua
700,3,1283, Otep
701,0,151, Tab
702,1,1430, Korkserschach
703,4,1933, Rampart
704,4,467, Gonnect
705,4,999, Broken Line
706,4,1672, Notakto
707,2,906, Kaua Dorki
708,0,761, Tablan
709,4,394, Lines of Action
710,1,1417, Tsatsarandi
711,3,67, En Gehe
712,3,244, Um el Banat
713,4,631, Ultimate Tic-Tac-Toe
714,2,1175, La Yagua
715,2,1582, Tides
716,3,1278, Luuth
717,0,759, Daldosa
718,2,777, T'oki
719,3,1392, I
720,3,1282, Ryakati
721,4,547, Pushing Me XO
722,2,1941, La Dama
723,2,156, Terhuchu
724,2,162, Pretwa
725,4,797, Qi Guo Xiangxi
726,1,1034, Aralzaa
727,1,1436, Shatranj (Turkey)
728,2,1015, Uxrijn Ever
729,3,359, Tapata
730,2,1285, Mlabalaba
731,4,71, Chinese Checkers
732,4,1100, Esa Hex
733,4,1226, Unlur
734,4,553, Triad
735,4,1399, American Pool Checkers
736,1,45, Double Chess
737,3,1295, Tsoro (Additional Capture)
738,4,466, Chameleon
739,2,752, Merimueng-rimueng
740,3,1056, Mankala
741,0,769, Had
742,3,1294, Musoro Tsoro
743,1,1452, Tai Shogi
744,2,639, Santorini
745,4,403, Groups
746,0,1000, Boolik
747,2,101, Twelve Men's Morris
748,4,1984, Veloop (Hex)
749,2,696, OddEvenTree
750,3,69, Oware
751,4,1765, Monkey Queen
752,4,1327, Goats Wintering
753,4,1390, Coil
754,3,370, I Pere
755,0,140, Zohn Ahl
756,2,1084, Gasetavl
757,3,921, Sat Gol
758,4,440, Atari Go
759,4,107, Fill A Pix
760,1,1431, Welschschach
761,4,794, Guerrilla Checkers
762,3,259, Pereauni
763,4,1624, Labirintus
764,4,865, Hex Amazons
765,3,270, Quela
766,4,1355, Greater Even Loss
767,3,1305, Duene
768,4,1316, Greater
769,3,1382, Gamacha (Nobility)
770,2,1040, Boxijn Barildaan
771,4,1964, Pyrga
772,2,37, Adugo
773,3,1319, Tsoro (Baia)
774,3,339, Abalala'e
775,4,681, Bizingo
776,2,903, Tule Paid
777,2,87, Connect Four
778,2,980, Rimau-Rimau (One Tiger)
779,2,1069, Choko
780,4,1651, Lava
781,2,1575, Fart (5x5)
782,2,157, Ratti-Chitti-Bakri
783,4,405, Tawlbwrdd
784,0,176, Plakoto
785,0,838, Tsaydithl
786,4,1766, Jostle
787,2,1023, Altan Xaraacaj
788,4,114, Magic Hexagon
789,4,1161, Order and Chaos
790,2,1039, Toono
791,4,1968, Hexifact
792,0,195, Tourne-Case
793,1,855, Glinski Chess
794,4,1404, Pippinzip
795,1,1621, Qatranj
796,4,1425, BlooGo
797,2,1541, Quantik
798,2,1088, Dam Hariman
799,2,98, Three Men's Morris
800,0,1194, Nama
801,0,35, 20 Squares
802,2,1375, Fetach
803,1,856, Brusky Chess
804,3,659, Awagagae
805,3,221, Galatjang
806,2,970, Sumi Naga (Hunt)
807,3,217, Walak-Pussa
808,1,857, McCooey Chess
809,2,125, Tower of Hanoi
810,2,957, Marelle Triple
811,1,1667, Alice Chess
812,2,914, Orissa Tiger (One Tiger)
813,2,161, Egara Guti
814,3,278, Mwambulula
815,2,1109, Manu
816,1,1318, Level Chess
817,2,534, Ludus Latrunculorum
818,3,1626, Wari
819,2,1494, La Liebre Perseguida
820,2,1825, Ratio
821,2,155, Kotu Ellima
822,0,1078, Contrare Puff
823,1,1780, Stratomic
824,4,1971, Scaffold
825,3,1003, Chungcajon
826,2,1289, Tsoro Yemutatu
827,0,1076, Tokkadille
828,4,1185, Ex Nihilo
829,0,1063, Yahoudieh
830,4,447, Omega
831,4,102, Yavalath
832,3,284, Mangala (Turkey)
833,0,1116, Ludus Anglicorum
834,1,552, Social Distance Chess
835,3,245, Kiuthi
836,2,1418, Dig Dig
837,4,1151, Sujiken
838,0,725, Los Doze Canes
839,2,51, Surakarta
840,0,648, A K'aak'il
841,3,369, Rio Kadalis
842,3,263, Mweiso
843,4,1556, Gyre
844,4,1985, Mono
845,4,1807, Lewthwaite's Game
846,4,398, Squava
847,2,1991, Mraha wa Bwe
848,1,300, Sittuyin
849,4,1565, Hermit
850,2,909, Bara Guti (Bihar)
851,2,1625, Tank Tactics
852,0,727, Fallas
853,3,345, Bechi
854,4,1808, Forge
855,3,358, Hufesay
856,0,183, Knossos Game
857,4,1181, Mig Mang
858,4,695, SpanRups
859,4,1762, Epoxy
860,2,721, Musinaykahwhanmetowaywin
861,4,443, HexDame
862,1,297, Parsi Chess
863,4,1044, Dorvolz
864,1,318, Shodra
865,0,764, Sig (Tozeur)
866,4,1505, Bamboo
867,2,1579, T'mbl
868,3,277, Mangola
869,3,235, Okwe (Achalla)
870,2,89, Dara
871,2,916, Lam Turki
872,0,1169, Ishighan
873,4,1649, Sprout-R-Out
874,3,209, Dongjintian
875,2,1163, Gioco dell'Orso
876,2,614, Wagner
877,2,776, Bolotudu
878,2,898, Bagh Bandi
879,4,887, Maleys
880,2,1356, Nzengue (Small)
881,4,656, Score Four
882,0,705, Kints
883,0,1122, Jacquet
884,0,745, Siga (Sri Lanka)
885,4,1763, ConHex
886,0,732, Cab e Quinal
887,4,1388, HexTrike
888,3,1310, Njombwa
889,2,876, Moo
890,4,1537, Breakthru
891,0,1193, Uturu Uturu Kaida
892,2,565, Five Men's Morris
893,1,456, Shogi Puzzle
894,2,1202, Shanzak Kammar
895,0,1177, Udat Pagada
896,2,778, Laram Wali
897,2,396, Pon Chochotl
898,4,72, Halma
899,2,1943, El Zorro
900,0,868, Bargese
901,2,1772, So Long Sucker
902,3,362, Lamosh
903,1,299, Main Chator
904,3,233, Iyogh
905,3,1315, Chiana wa Bwalo
906,3,350, Rab'e
907,1,821, Currierspiel
908,1,1735, Loop Xiangqi
909,0,757, Sahkku
910,4,1930, Center
911,1,306, Shatranj
912,1,813, Chatur
913,4,442, Feed the Ducks
914,4,163, Dam
915,2,563, Achi
916,4,880, Dama (Italy)
917,1,1470, Main Chator (Selangor)
918,2,594, Boseog Gonu
919,1,311, Shatranj al-Husun
920,4,1570, Zuz Mel (5x5)
921,2,780, Wure Dune
922,3,271, Quiela
923,0,976, Kawade Kelia
924,4,1146, Maze
925,2,1944, La Chascona
926,3,264, Mweso
927,4,1149, Anti-Knight Sudoku
928,3,1665, FairKalah
929,2,1653, Shogun
930,2,399, Coyote
931,0,175, Fevga
932,3,367, Fergen Gobale
933,4,1397, Tabu Y
934,4,1819, Diagonals (2002)
935,3,342, Gabata (Ansaba)
936,3,287, Khrour
937,4,144, Go
938,4,445, Manalath
939,0,1126, Thaayam
940,2,1403, Yaguarete Kora
941,2,397, Demala Diviyan Keliya
942,4,1647, Murus Gallicus
943,2,1787, Addi Kul
944,2,804, Gala
945,2,1128, Mysore Tiger (Three Tigers)
946,4,1926, Icebreaker
947,2,1771, Diamond
948,4,1990, Dama (Comoros)
949,2,1130, Padaivettu
950,0,314, Los Escaques
951,1,1426, Shakhmaty
952,2,711, Tre Guti
953,2,1465, Breakback
954,4,1379, Pasang
955,3,439, Waurie
956,2,1788, El-Mthaltha
957,3,375, Hus (Damara)
958,3,1580, Buqruru
959,3,360, Lam Waladach
960,1,1415, Scachs
961,2,882, Pleasant Draughts
962,2,169, Shi Liu Kan Tsiang Kun
963,2,1368, Asalto
964,2,1085, Gasetavl (Gedved)
965,2,680, Line and Cross
966,4,1977, Paintbucket
967,2,184, Les Pendus
968,2,383, Cercar La Liebre
969,4,1160, King's Valley
970,3,242, Leyla Gobale (Somaliland)
971,2,1948, Selbia
972,4,1437, MacBeth
973,2,97, Tant Fant
974,4,1965, Chains of Thought
975,3,285, Alitev
976,3,744, Chonka
977,2,908, Tuk Tak
978,2,1030, Zurgaan Tal
979,3,795, Um el Tuweisat
980,2,191, Shantarad
981,0,149, Nard
982,4,1810, Trianon
983,2,1534, Agilidade
984,0,1208, Schuster
985,3,130, Nim
